Date,Open,High,Low,Close,Adj Close,Volume
2017-05-02,78.480003,78.900002,77.089996,77.580002,75.733841,596400
2017-05-03,76.839996,76.989998,74.970001,75.290001,73.498337,550600
2017-05-04,74.650002,75.139999,73.820000,74.709999,72.932137,506500
2017-05-05,75.110001,75.489998,74.230003,75.360001,73.566666,401700
2017-05-08,74.910004,75.570000,74.559998,75.379997,73.586189,470000
2017-05-09,75.339996,75.599998,73.739998,74.050003,72.287842,709900
2017-05-10,74.139999,74.830002,73.449997,73.559998,71.809494,910400
2017-05-11,73.440002,73.610001,72.559998,72.809998,71.077347,592200
2017-05-12,72.019997,72.720001,71.610001,72.139999,70.423294,671000
2017-05-15,72.500000,73.330002,72.379997,72.919998,71.184731,470200
2017-05-16,73.300003,73.709999,72.129997,72.690002,70.960205,475300
2017-05-17,72.690002,72.690002,71.080002,71.730003,70.023048,508900
2017-05-18,71.260002,72.419998,70.500000,71.349998,69.652092,573400
2017-05-19,71.820000,72.639999,71.489998,71.980003,70.267097,635900
2017-05-22,72.250000,72.690002,71.199997,71.260002,69.564232,433600
2017-05-23,72.779999,74.839996,71.959999,74.230003,72.463562,823400
2017-05-24,74.199997,74.949997,72.989998,73.250000,71.943008,863800
2017-05-25,73.570000,73.800003,72.650002,73.169998,71.864441,517400
2017-05-26,73.080002,73.080002,72.129997,72.839996,71.540321,500100
2017-05-30,72.529999,73.370003,72.309998,72.750000,71.451935,617400
2017-05-31,72.730003,73.449997,72.370003,72.949997,71.648361,601000
2017-06-01,73.419998,74.800003,72.830002,74.750000,73.416245,689600
2017-06-02,74.639999,74.870003,74.000000,74.360001,73.033203,522700
2017-06-05,74.260002,75.180000,73.940002,74.720001,73.386780,329000
2017-06-06,74.639999,74.639999,73.169998,73.309998,72.001938,577400
2017-06-07,73.629997,74.419998,72.580002,73.129997,71.825142,502300
2017-06-08,72.970001,75.970001,72.809998,75.419998,74.074287,671400
2017-06-09,75.660004,76.050003,74.589996,75.519997,74.172508,545900
2017-06-12,75.519997,77.019997,75.290001,76.629997,75.262695,548800
2017-06-13,76.839996,78.000000,76.489998,76.580002,75.213600,397900
2017-06-14,76.739998,76.739998,74.120003,74.570000,73.239456,566600
2017-06-15,73.919998,73.989998,71.500000,71.779999,70.499245,741500
2017-06-16,71.330002,72.440002,70.989998,72.440002,71.147469,949200
2017-06-19,72.989998,73.860001,72.430000,72.510002,71.216217,332900
2017-06-20,70.050003,71.589996,69.519997,69.839996,68.593849,941300
2017-06-21,69.839996,70.879997,69.309998,70.470001,69.212616,813600
2017-06-22,70.660004,71.070000,69.989998,70.970001,69.703697,465300
2017-06-23,71.750000,72.110001,70.879997,71.430000,70.155487,808200
2017-06-26,71.660004,71.790001,70.300003,71.320000,70.047440,398600
2017-06-27,71.849998,72.510002,70.750000,70.750000,69.487617,464500
2017-06-28,71.580002,73.180000,71.250000,72.790001,71.491219,638100
2017-06-29,73.089996,73.769997,72.500000,73.099998,71.795685,583100
2017-06-30,73.570000,74.559998,72.790001,72.809998,71.510857,613400
2017-07-03,73.019997,74.019997,72.889999,73.739998,72.424263,240500
2017-07-05,73.839996,74.010002,72.010002,73.360001,72.051048,428600
2017-07-06,73.260002,74.059998,72.959999,73.279999,71.972473,435600
2017-07-07,73.419998,73.949997,71.349998,72.529999,71.235855,344700
2017-07-10,72.320000,73.589996,71.540001,72.500000,71.206390,619300
2017-07-11,72.699997,73.279999,72.500000,72.980003,71.677841,610100
2017-07-12,73.610001,74.129997,72.750000,72.910004,71.609077,652900
2017-07-13,73.169998,74.529999,72.480003,74.000000,72.679626,610200
2017-07-14,74.190002,74.190002,73.300003,73.529999,72.218010,292600
2017-07-17,73.910004,75.209999,73.510002,75.010002,73.671600,472700
2017-07-18,75.000000,75.089996,73.870003,74.269997,72.944809,525500
2017-07-19,74.010002,75.190002,73.500000,74.959999,73.622498,914200
2017-07-20,74.959999,75.680000,74.220001,75.550003,74.201973,549800
2017-07-21,75.400002,75.699997,75.000000,75.089996,73.750175,359500
2017-07-24,75.160004,75.209999,74.309998,74.400002,73.072487,456100
2017-07-25,75.389999,76.610001,75.370003,76.209999,74.850189,570700
2017-07-26,76.309998,76.309998,73.019997,73.900002,72.581413,963000
2017-07-27,75.000000,75.750000,74.019997,74.379997,73.052849,689100
2017-07-28,73.839996,73.839996,71.330002,71.750000,70.469780,632400
2017-07-31,72.129997,72.489998,71.830002,72.360001,71.068893,587700
2017-08-01,72.610001,72.809998,71.779999,71.919998,70.636742,471500
2017-08-02,71.449997,72.400002,71.449997,72.029999,70.744774,401100
2017-08-03,71.959999,72.389999,71.800003,72.019997,70.734955,347100
2017-08-04,72.180000,72.930000,72.110001,72.480003,71.186760,283300
2017-08-07,73.040001,73.750000,73.019997,73.209999,71.903717,648100
2017-08-08,73.220001,74.019997,72.279999,72.959999,71.658180,266200
2017-08-09,72.669998,72.669998,71.889999,72.339996,71.049248,361800
2017-08-10,72.000000,72.309998,71.389999,71.400002,70.126015,330200
2017-08-11,70.610001,71.620003,70.129997,70.239998,68.986717,392300
2017-08-14,70.730003,71.129997,70.239998,70.820000,69.556366,298500
2017-08-15,71.000000,71.440002,69.580002,70.139999,68.888504,253000
2017-08-16,70.129997,71.760002,70.099998,71.550003,70.727112,443800
2017-08-17,71.070000,71.070000,69.059998,69.110001,68.315170,385300
2017-08-18,69.040001,69.889999,68.459999,69.309998,68.512863,359500
